Country,Sub-national region,latitude,longitude,ISO country code,World region,MPI_Country,MPI_Region,PercPoverty,DepvrIntensity,location_type,latlngImputed,useforspatial,popDensity,precipitation,TimeToCity,AvgNightLight,LandClassification,Elevation,Temperature,Evaporation,Modis_LAI,Modis_EVI,soil_orgc,soil_phaq,soil_clay,soil_silt,soil_sand,Conflicts_total,Conflicts_totalDeaths,Conflicts_totalDeathsCivilians
Liberia,Margibi,6.5151875,-10.3048897,LBR,Sub-Saharan Africa,0.374,0.364,72.7,50.1,APPROXIMATE,0,1,31.203332901001,2329.5,96,0,30,113,25,13032,28,5227,,,,,,0,0,0
Liberia,Maryland,4.7258878,-7.7416703,LBR,Sub-Saharan Africa,0.374,0.388,77.3,50.2,APPROXIMATE,0,1,28.3333339691162,2129.5,368,0,40,111,23,13673,21,4650,,,,,,0,0,0
Liberia,Montserrado,6.5525815,-10.5296115,LBR,Sub-Saharan Africa,0.374,0.25,54.2,46.2,APPROXIMATE,0,1,135.926666259766,2553,86,0,30,89,25,12942,23,4666,,,,,,0,0,0
Liberia,Nimba,6.8427612,-8.6600586,LBR,Sub-Saharan Africa,0.374,0.377,72,52.4,APPROXIMATE,0,1,10.3333330154419,1559.5,338,0,30,315,24,13074,28,5138,,,,,,0,0,0
Liberia,River Cess,5.9025328,-9.456155,LBR,Sub-Saharan Africa,0.374,0.536,94.5,56.7,APPROXIMATE,0,1,26.3999996185303,2255.5,235,0,40,121,23,12847,23,4932,,,,,,0,0,0
Liberia,River Gee,5.2604894,-7.87216,LBR,Sub-Saharan Africa,0.374,0.433,81.4,53.1,APPROXIMATE,0,1,5,2109.5,417,0,30,235,24,13001,22,4602,,,,,,0,0,0
Liberia,Sinoe,5.49871,-8.6600586,LBR,Sub-Saharan Africa,0.374,0.445,84.4,52.7,APPROXIMATE,0,1,22.9466667175293,2372.5,525,0,40,151,24,12330,19,4309,,,,,,0,0,0
Madagascar,Alaotra Mangoro,-18.0284909,48.2393528,MDG,Sub-Saharan Africa,0.357,0.309,63.9,48.4,APPROXIMATE,0,1,6.89333343505859,1030.5,150,0,130,871,27,9060,8,2126,,,,,,0,0,0
Madagascar,Analamanga,-18.382333,47.2923893,MDG,Sub-Saharan Africa,0.357,0.178,36.5,48.6,APPROXIMATE,0,1,26.966667175293,1149,145,0,120,1453,28,7517,9,2330,,,,,,0,0,0
Madagascar,Analanjirofo,-16.507537,49.5279996,MDG,Sub-Saharan Africa,0.357,0.383,73.3,52.3,APPROXIMATE,0,1,16.4516677856445,1646.5,335,0,30,420,24,14085,35,5205,,,,,,0,0,0
Madagascar,Anamoroni'i Mania,,,MDG,Sub-Saharan Africa,0.357,0.409,71.2,57.4,,0,0,,,,,,,,,,,,,,,,,,
Madagascar,Androy,-24.7497835,45.4498065,MDG,Sub-Saharan Africa,0.357,0.547,93,58.8,APPROXIMATE,0,1,18.1533336639404,549.5,106,0,120,276,32,,,2861,,,,,,0,0,0
Madagascar,Anosy,-23.5579591,45.9039689,MDG,Sub-Saharan Africa,0.357,0.486,83.2,58.5,APPROXIMATE,0,1,10.6666669845581,794.5,198,0,140,734,33,6720,9,2295,,,,,,0,0,0
Madagascar,Atsimo Andrefana,-23.1485269,44.3992892,MDG,Sub-Saharan Africa,0.357,0.427,74.9,57,APPROXIMATE,0,1,8.9583330154419,755,90,0,120,322,33,5703,12,2766,,,,,,0,0,0
Madagascar,Atsimo Atsinanana,-23.5819954,47.2923893,MDG,Sub-Saharan Africa,0.357,0.531,89.8,59.1,APPROXIMATE,0,1,45.5066680908203,1550,404,0,50,51,27,12819,18,4088,,,,,,0,0,0
Madagascar,Atsinanana,-18.8131481,48.8799972,MDG,Sub-Saharan Africa,0.357,0.269,53.8,49.9,APPROXIMATE,0,1,39.8083343505859,1866,100,0,30,46,27,14644,51,5190,,,,,,0,0,0
Madagascar,Betsiboka,-17.5475916,47.2151898,MDG,Sub-Saharan Africa,0.357,0.433,76,57,APPROXIMATE,0,1,6.5,1407.5,196,0,130,632,30,6490,10,2375,,,,,,0,0,0
Madagascar,Boeny,-16.3645202,45.9039689,MDG,Sub-Saharan Africa,0.357,0.31,58,53.5,APPROXIMATE,0,1,8.42500019073486,1397,377,0,130,75,33,6169,9,2165,,,,,,0,0,0
Madagascar,Bongolava,-18.6336864,46.0563212,MDG,Sub-Saharan Africa,0.357,0.319,68.3,46.7,APPROXIMATE,0,1,13.1916666030884,1409,267,0,140,820,30,6923,11,2550,,,,,,0,0,0
Madagascar,Diana,-13.4086535,49.2030851,MDG,Sub-Saharan Africa,0.357,0.294,60,49.1,APPROXIMATE,0,1,10.8183326721191,1607,354,0,50,196,32,12173,15,3305,,,,,,0,0,0
Madagascar,Haute Matsiatra,-21.3390868,46.516262,MDG,Sub-Saharan Africa,0.357,0.4,73.5,54.5,APPROXIMATE,0,1,21.6383323669434,1005.5,304,0,140,791,32,7349,10,2391,,,,,,0,0,0
Madagascar,Ihorombe,-22.6558058,46.3624686,MDG,Sub-Saharan Africa,0.357,0.448,82.9,54,APPROXIMATE,0,1,9.69166660308838,726.5,212,0,140,739,31,8329,8,2374,,,,,,0,0,0
Madagascar,Itasy,-18.9006786,46.9805103,MDG,Sub-Saharan Africa,0.357,0.397,73.8,53.8,APPROXIMATE,0,1,63.7400016784668,1194,370,0,140,1339,27,6235,6,2084,,,,,,0,0,0
Madagascar,Melaky,-17.3776488,44.7006138,MDG,Sub-Saharan Africa,0.357,0.509,86.9,58.6,APPROXIMATE,0,1,1.66666662693024,1502.5,409,0,120,120,31,8182,13,3073,,,,,,0,0,0
Madagascar,Menabe,-20.3446313,44.7006138,MDG,Sub-Saharan Africa,0.357,0.417,77.5,53.8,APPROXIMATE,0,1,12.4916667938232,963.5,351,0,120,76,32,8934,17,3452,,,,,,0,0,0
Madagascar,Sava,-14.4407175,49.8547266,MDG,Sub-Saharan Africa,0.357,0.327,65.9,49.7,APPROXIMATE,0,1,26.1749992370606,1539,937,0,40,424,23,15643,45,5294,,,,,,0,0,0
Madagascar,Sofia,-15.4135578,48.0803529,MDG,Sub-Saharan Africa,0.357,0.32,61.9,51.7,APPROXIMATE,0,1,17.1700000762939,1482,314,0,120,108,31,6526,9,2654,,,,,,0,0,0
Madagascar,Vakinankaratra,-19.7184663,46.670534,MDG,Sub-Saharan Africa,0.357,0.357,70.2,50.9,APPROXIMATE,0,1,39.651668548584,1309,235,0,140,1224,29,6739,10,2526,,,,,,0,0,0
Madagascar,Vatovavy Fitovinany,-21.3205653,47.9218204,MDG,Sub-Saharan Africa,0.357,0.514,89.7,57.3,APPROXIMATE,0,1,17.6666660308838,1570,137,0,40,45,27,12530,35,3654,,,,,,0,0,0
Malawi,Balaka,-14.9876054,34.9561748,MWI,Sub-Saharan Africa,0.251,0.283,61.6,45.9,APPROXIMATE,0,1,522.890014648438,801.5,70,14,30,640,33,6853,10,2701,7,6.88541666666667,29.125,5.875,65,0,0,0
Malawi,Blantyre City,-15.7666707,35.0167866,MWI,Sub-Saharan Africa,0.251,0.118,27.3,43.1,APPROXIMATE,0,1,6109.4814453125,873,5,59,190,1114,30,,,3364,6.3125,5.28645833333333,28.4270833333333,6.13541666666667,65.4375,0,0,0
Malawi,Blantyre Rural,,,MWI,Sub-Saharan Africa,0.251,0.245,54.6,44.9,,0,0,,,,,,,,,,,,,,,,,,
Malawi,Chikwawa,-16.0437784,34.8016945,MWI,Sub-Saharan Africa,0.251,0.292,61.8,47.3,APPROXIMATE,0,1,321.166687011719,726.5,57,4,30,104,36,5951,9,2889,8.654,5.82433333333333,23.027,11.0485,65.9245,0,0,0
Malawi,Chitipa,-9.7037655,33.2700253,MWI,Sub-Saharan Africa,0.251,0.161,38.8,41.5,APPROXIMATE,0,1,143.399993896484,980,271,5,30,1282,30,6309,7,2319,7.33333333333333,6.21904761904762,28.7619047619048,9.14285714285714,62.0952380952381,0,0,0
Malawi,Chradzulu,-15.7423151,35.2587964,MWI,Sub-Saharan Africa,0.251,0.241,54.2,44.5,APPROXIMATE,0,1,277.738342285156,948,216,0,130,816,32,7056,10,2787,7.35714285714286,5.74285714285714,33,7.57142857142857,59.4285714285714,0,0,0
Malawi,Dedza,-14.3816618,34.3254842,MWI,Sub-Saharan Africa,0.251,0.314,65.3,48.1,APPROXIMATE,0,1,339.191650390625,933,82,12,110,1590,27,6181,7,2625,11.6111111111111,5.84722222222222,17.9722222222222,9.77777777777778,72.25,0,0,0
Malawi,Dowa,-13.6514687,33.9359756,MWI,Sub-Saharan Africa,0.251,0.267,56.4,47.3,APPROXIMATE,0,1,197.968338012695,827.5,97,3,130,1349,29,6283,5,2934,18.0714285714286,6.13333333333333,20.0952380952381,9.80952380952381,70.0952380952381,0,0,0
Malawi,Karonga,-9.952536,33.9248222,MWI,Sub-Saharan Africa,0.251,0.204,48,42.4,APPROXIMATE,0,1,315.376678466797,1186,192,6,30,487,32,6432,13,3104,6.6,6.00666666666667,26.3055555555556,9.35555555555556,64.3388888888889,0,0,0
Malawi,Kasungu,-13.0356794,33.4719832,MWI,Sub-Saharan Africa,0.251,0.244,53.8,45.3,APPROXIMATE,0,1,958.926635742188,765.5,115,15,120,1037,33,7306,8,2705,5.9,6.16166666666667,17.1,7.06666666666667,75.8333333333333,0,0,0
Malawi,Likoma,-12.0584005,34.7354031,MWI,Sub-Saharan Africa,0.251,0.114,27.6,41.3,APPROXIMATE,0,1,318.839996337891,1094,323,1,120,523,28,5950,11,2870,,,,,,0,0,0
Malawi,Lilongwe City,-13.9626121,33.7741195,MWI,Sub-Saharan Africa,0.251,0.092,22,41.6,APPROXIMATE,0,1,2318.1298828125,772.5,6,55,190,1059,32,,,2978,14.9380952380952,6.04154761904762,33.4436904761905,7.85452380952381,58.7017857142857,0,0,0
Malawi,Lilongwe Rural,,,MWI,Sub-Saharan Africa,0.251,0.286,60.7,47,,0,0,,,,,,,,,,,,,,,,,,
Malawi,Machinga,-14.9407263,35.4781926,MWI,Sub-Saharan Africa,0.251,0.322,66.6,48.4,APPROXIMATE,0,1,177.573333740234,818.5,176,0,130,617,32,6925,11,3060,6.50694444444445,5.70027777777778,18.9111111111111,3.62777777777778,77.4611111111111,0,0,0
Malawi,Mangochi,-14.4861733,35.253304,MWI,Sub-Saharan Africa,0.251,0.302,60.6,49.9,APPROXIMATE,0,1,1382.83837890625,787.5,108,15,110,482,34,6300,10,2662,7.75,6.29027777777778,27.0138888888889,7.96527777777778,65.0208333333333,0,0,0
Malawi,Mchinji,-13.8000058,32.8930441,MWI,Sub-Saharan Africa,0.251,0.314,66.6,47.1,APPROXIMATE,0,1,240.875,945.5,120,6,30,1192,28,5976,9,2802,,,,,,0,0,0
Malawi,Mulange,-15.9116361,35.6579492,MWI,Sub-Saharan Africa,0.251,0.286,60.8,47,APPROXIMATE,0,1,0.360000014305115,1267.5,124,0,130,2355,19,7271,8,2298,8.66666666666667,5.15833333333333,35,15.5,49.5,0,0,0
Malawi,Mwanza,-15.5997929,34.5140637,MWI,Sub-Saharan Africa,0.251,0.254,51.4,49.4,APPROXIMATE,0,1,235.774993896484,887.5,72,9,30,681,31,7551,12,3155,3.75,5.0625,,,,0,0,0
Malawi,Mzimba,-11.8991825,33.5923941,MWI,Sub-Saharan Africa,0.251,0.205,45.6,44.9,APPROXIMATE,0,1,271.733337402344,872.5,81,12,30,1313,29,6671,6,2577,7.83333333333333,5.96666666666667,35.8333333333333,8.625,55.5416666666667,0,0,0
Malawi,Mzuzu City,-11.4389649,34.0084395,MWI,Sub-Saharan Africa,0.251,0.034,9.2,36.8,APPROXIMATE,0,1,1860.58666992188,1116,2,32,30,1253,28,,,3169,,,,,,0,0,0
Malawi,Ndanje,-16.7288202,35.1708741,MWI,Sub-Saharan Africa,0.251,0.285,59.1,48.2,APPROXIMATE,0,1,21.0833320617676,844.5,439,0,130,220,32,6375,10,3051,6.83333333333333,6.15,10.6666666666667,5.33333333333333,84,0,0,0
Malawi,Neno,-15.6850711,34.5749882,MWI,Sub-Saharan Africa,0.251,0.316,65.7,48.1,APPROXIMATE,0,1,38.2583312988281,813,268,0,130,441,33,7434,11,2891,6.125,6.69583333333333,24.7777777777778,7.22222222222222,68,0,0,0
Malawi,Nkhatabay,-11.6085556,34.2949409,MWI,Sub-Saharan Africa,0.251,0.215,48.2,44.7,APPROXIMATE,0,1,364.183349609375,1423,37,6,30,515,27,9579,14,3757,,,,,,0,0,0
Malawi,Nkhota Kota,-12.9316863,34.2810541,MWI,Sub-Saharan Africa,0.251,0.245,51.9,47.2,APPROXIMATE,0,1,581.640014648438,1204,142,9,30,517,31,6115,8,2943,,,,,,0,0,0
Malawi,Ntcheu,-14.9037538,34.7740793,MWI,Sub-Saharan Africa,0.251,0.211,49.2,43,APPROXIMATE,0,1,130.13166809082,845,252,0,100,863,31,8001,11,3093,,,,,,0,0,0
Malawi,Ntchisi,-13.2841992,33.8857747,MWI,Sub-Saharan Africa,0.251,0.259,55.6,46.6,APPROXIMATE,0,1,128.425003051758,873.5,101,0,30,1275,29,7203,9,3074,13.1666666666667,6.02222222222222,18.6666666666667,7.77777777777778,73.5555555555556,0,0,0
Malawi,Phalombe,-15.7092038,35.6532848,MWI,Sub-Saharan Africa,0.251,0.293,60.8,48.2,APPROXIMATE,0,1,311.475006103516,1149,173,0,30,1077,28,7952,11,3851,4.91666666666667,5.975,31.3333333333333,6.33333333333333,62.3333333333333,0,0,0
Malawi,Rumphi,-11.0171949,33.8550829,MWI,Sub-Saharan Africa,0.251,0.205,49.2,41.7,APPROXIMATE,0,1,417.983337402344,901,62,7,30,1076,33,6302,6,2441,8.29761904761905,6.04702380952381,21.952380952381,9.44047619047619,68.6071428571429,0,0,0
Malawi,Salima,-13.7795533,34.458641,MWI,Sub-Saharan Africa,0.251,0.334,66.8,50,APPROXIMATE,0,1,608.506652832031,968.5,92,9,140,506,33,,,2831,,,,,,0,0,0
Malawi,Thyolo,-16.069257,35.1406293,MWI,Sub-Saharan Africa,0.251,0.259,55.4,46.8,APPROXIMATE,0,1,456.591674804688,1041,37,7,60,923,28,8556,14,3454,10.1333333333333,5.12,41.7666666666667,10.0666666666667,48.1666666666667,0,0,0
Malawi,Zomba City,-15.3765857,35.3356518,MWI,Sub-Saharan Africa,0.251,0.053,12.2,42.9,APPROXIMATE,0,1,1167.30834960938,982,1,22,60,908,27,8873,14,3521,10.625,6.32625,24.4571428571429,20.25,55.2928571428572,0,0,0
Malawi,Zomba Rural,-15.2807455,35.3991867,MWI,Sub-Saharan Africa,0.251,0.27,57.5,47,GEOMETRIC_CENTER,0,1,286.158325195313,900,14,4,120,759,30,7411,12,3229,10.625,6.32625,24.4571428571429,20.25,55.2928571428572,0,0,0
Mali,Bamako,12.6392316,-8.0028892,MLI,Sub-Saharan Africa,0.457,0.168,37.3,44.9,APPROXIMATE,0,1,49.9249992370606,1068,3,62,190,329,35,,,1698,,,,,,1,13,0
Mali,Kayes,14.4367876,-11.4452717,MLI,Sub-Saharan Africa,0.457,0.485,82.8,58.6,APPROXIMATE,0,1,42.4883346557617,848.5,2,20,14,48,38,,,1625,,,,,,0,0,0
Mali,Koulikoro,13.8018074,-7.4381355,MLI,Sub-Saharan Africa,0.457,0.44,75.5,58.2,APPROXIMATE,0,1,26.0266666412354,762.5,413,0,14,345,37,2571,7,2150,,,,,,0,0,0
Mali,Mopti,14.4874284,-4.1974627,MLI,Sub-Saharan Africa,0.457,0.594,90.5,65.6,APPROXIMATE,0,1,168.418334960938,601.5,16,14,200,265,33,,,1043,,,,,,5,23,20
Mali,Sikasso,11.3223834,-5.6983979,MLI,Sub-Saharan Africa,0.457,0.484,83.8,57.8,APPROXIMATE,0,1,146.5,1264,5,20,30,407,34,3922,5,1946,4.3,4.9,25.4,23.4,51.2,0,0,0
Mali,S�gou,13.8394456,-6.0679194,MLI,Sub-Saharan Africa,0.457,0.498,83.2,59.8,APPROXIMATE,0,1,66.3099975585938,678,121,0,30,284,34,1888,4,2049,2.4625,5.2875,30.3625,23.3,46.3375,0,0,0
Mauritania,Adrar,19.8652176,-12.8054753,MRT,Sub-Saharan Africa,0.285,0.184,36.6,50.3,APPROXIMATE,0,1,0,150.5,2143,0,200,373,37,,,706,,,,,,0,0,0
Mauritania,Assaba,16.7759558,-11.5248055,MRT,Sub-Saharan Africa,0.285,0.419,71.6,58.4,APPROXIMATE,0,1,11.1666669845581,366.5,279,0,140,148,39,486,3,1428,,,,,,0,0,0
Mauritania,Brakna,17.2317561,-13.1740348,MRT,Sub-Saharan Africa,0.285,0.307,58.2,52.7,APPROXIMATE,0,1,3.74166679382324,270.5,387,0,150,82,39,,,1019,,,,,,0,0,0
Mauritania,Dakhlett Nouadibou,20.5985588,-16.2522143,MRT,Sub-Saharan Africa,0.285,0.039,9.3,42.1,APPROXIMATE,0,1,4,84,351,0,200,22,35,,,777,,,,,,0,0,0
Mauritania,Gorgol,15.9717357,-12.6216211,MRT,Sub-Saharan Africa,0.285,0.46,79,58.1,APPROXIMATE,0,1,11.6666669845581,438,152,0,140,47,39,936,2,1336,,,,,,0,0,0
Mauritania,Guidimagha,15.2557331,-12.2547919,MRT,Sub-Saharan Africa,0.285,0.499,81.7,61.1,APPROXIMATE,0,1,22.1666660308838,549.5,314,0,110,66,38,1596,2,1360,,,,,,0,0,0
Mauritania,Hodh Charghy,,,MRT,Sub-Saharan Africa,0.285,0.412,75.3,54.7,,0,0,,,,,,,,,,,,,,,,,,
Mauritania,Hodh Gharby,16.6912149,-9.5450974,MRT,Sub-Saharan Africa,0.285,0.438,77.1,56.9,APPROXIMATE,0,1,1.83333337306976,338.5,368,0,140,209,38,358,4,1326,,,,,,0,0,0
Mauritania,Nouakchott,18.0735299,-15.9582372,MRT,Sub-Saharan Africa,0.285,0.102,22.3,45.7,APPROXIMATE,0,1,437.919982910156,132,5,42,190,5,35,,,819,,,,,,1,3,0
Mauritania,Tagant,18.5467527,-9.9018131,MRT,Sub-Saharan Africa,0.285,0.322,61.9,52,APPROXIMATE,0,1,0,135.5,1096,0,200,298,35,,,830,,,,,,0,0,0
Mauritania,Tirs-Ezemour,24.5773764,-9.9018131,MRT,Sub-Saharan Africa,0.285,0.085,18.9,45.2,APPROXIMATE,0,1,0,66.5,2438,0,200,281,34,,,703,,,,,,0,0,0
Mauritania,Trarza,17.8664964,-14.6587821,MRT,Sub-Saharan Africa,0.285,0.181,38.6,46.9,APPROXIMATE,0,1,1,228.5,450,0,200,53,39,,,1106,,,,,,1,1,0
Mongolia,Central,47.2124056,106.41541,MNG,East Asia and the Pacific,0.041,0.041,9.9,41,APPROXIMATE,0,1,1,266,157,0,150,1493,10,1946,3,1208,,,,,,0,0,0
Mongolia,Eastern,47.4658154,115.392712,MNG,East Asia and the Pacific,0.041,0.044,11.1,39.9,APPROXIMATE,0,1,0,248,767,0,150,675,12,1805,3,1205,,,,,,0,0,0
Mongolia,Khangai,47.5,100,MNG,East Asia and the Pacific,0.041,0.075,18.3,41,APPROXIMATE,0,1,1.33333337306976,297.5,818,0,30,2257,7,2973,3,1535,,,,,,0,0,0
Mongolia,Ulaanbaatar,47.8863988,106.9057439,MNG,East Asia and the Pacific,0.041,0.006,1.7,35.3,APPROXIMATE,0,1,225.33332824707,288.5,6,30,190,1301,7,2608,4,1348,,,,,,0,0,0
Mongolia,Western,48.963603,89.935224,MNG,East Asia and the Pacific,0.041,0.09,21.2,42.5,GEOMETRIC_CENTER,0,1,2,123,776,11,200,1718,12,,,488,,,,,,0,0,0
Morocco,Chaouia Ourdigha,33.0473251,-7.2652858,MAR,Arab States,0.067,0.066,15.8,41.6,APPROXIMATE,0,1,100.166664123535,310.5,66,6,14,634,31,2755,7,2309,8.6,6.75,36.975,7.125,55.9,0,0,0
Morocco,Doukkala-Abda,32.5997754,-8.6600586,MAR,Arab States,0.067,0.06,14.2,42.3,APPROXIMATE,0,1,155.5,256,121,1,14,176,30,2915,7,2102,,,,,,0,0,0
Morocco,El Gharb-Chrarda Bni Hssen,34.5434461,-5.8987139,MAR,Arab States,0.067,0.084,19.5,43.2,APPROXIMATE,0,1,169.033340454102,420,53,2,20,25,28,3653,11,2730,,,,,,0,0,0
Morocco,Fes-Boulemane,33.1870471,-4.2333355,MAR,Arab States,0.067,0.042,10.1,41.7,APPROXIMATE,0,1,13.3333330154419,291,320,0,200,1340,28,1285,2,1164,,,,,,0,0,0
Morocco,Grand Casablanca,33.5205933,-7.5680595,MAR,Arab States,0.067,0.003,0.7,39.6,APPROXIMATE,0,1,3639.33325195313,297.5,11,33,190,155,30,,,2019,,,,,,0,0,0
Morocco,Marrakech-Tensift-El Haouz,31.5628076,-7.9592863,MAR,Arab States,0.067,0.131,28.3,46.2,APPROXIMATE,0,1,391.739990234375,229.5,11,13,14,526,32,1787,4,1816,,,,,,0,0,0
Morocco,Meknes-Tafilalet,31.9051275,-4.7277528,MAR,Arab States,0.067,0.037,9.2,40.6,APPROXIMATE,0,1,16,193,244,0,150,1176,32,791,2,889,,,,,,0,0,0
Morocco,Rabat-Sal�-Zemmour-Zair,33.9715904,-6.8498129,MAR,Arab States,0.067,0.016,4.2,38.9,APPROXIMATE,0,1,5536.75146484375,365.5,41,63,190,84,27,,,2884,,,,,,0,0,0
Morocco,R�gion Oriental,33.4198879,-2.1450245,MAR,Arab States,0.067,0.049,12,40.6,APPROXIMATE,0,1,3.5,244,230,0,200,1172,29,,,964,,,,,,0,0,0
Morocco,Sahara,31.791702,-7.09262,MAR,Arab States,0.067,0.017,4.2,39.6,APPROXIMATE,0,1,70.3966674804688,313.5,46,3,20,725,34,1758,4,1574,,,,,,0,0,0
Morocco,Souss-Massa-Draa,31.1200185,-6.0679194,MAR,Arab States,0.067,0.102,22.4,45.7,APPROXIMATE,0,1,25.6666660308838,181.5,472,0,200,1634,30,734,2,740,,,,,,0,0,0
Morocco,Tadla-Azilal,32.004262,-6.5783387,MAR,Arab States,0.067,0.07,16.7,42.2,APPROXIMATE,0,1,51.8333320617676,431,72,6,14,1340,29,1832,4,1667,,,,,,0,0,0
Morocco,Tanger-Tetouan,35.2629558,-5.5617279,MAR,Arab States,0.067,0.083,19,43.7,APPROXIMATE,0,1,187.33332824707,624.5,79,0,130,516,26,5616,14,3191,,,,,,0,0,0
Morocco,Taza-Al Hoceima-Taounate,34.2581709,-4.2333355,MAR,Arab States,0.067,0.123,28,44,APPROXIMATE,0,1,57.6666679382324,440.5,162,0,20,441,29,2600,6,2307,,,,,,0,0,0
Mozambique,Cabo Delgado,-12.3335474,39.3206241,MOZ,Sub-Saharan Africa,0.389,0.525,87,60.4,APPROXIMATE,0,1,0.740000009536743,869.5,287,0,60,250,29,10510,17,3598,,,,,,0,0,0
Mozambique,Gaza,-23.0221928,32.7181375,MOZ,Sub-Saharan Africa,0.389,0.306,60.1,51,APPROXIMATE,0,1,1.5,443,430,0,110,119,31,4434,11,2850,,,,,,0,0,0
Mozambique,Inhambane,-23.8879561,35.3959879,MOZ,Sub-Saharan Africa,0.389,0.295,60.1,49.1,APPROXIMATE,0,1,350.833343505859,731,4,8,30,13,27,6799,11,3243,,,,,,0,0,0
Mozambique,Manica,-18.9438274,32.8648538,MOZ,Sub-Saharan Africa,0.389,0.301,60.7,49.6,APPROXIMATE,0,1,308.541656494141,826,70,8,140,783,29,6570,11,3082,,,,,,0,0,0
Mozambique,Maputo Cidade,-25.891968,32.6051351,MOZ,Sub-Saharan Africa,0.389,0.043,10.5,41.3,APPROXIMATE,0,1,2515.33325195313,700.5,22,45,190,54,30,,,2113,,,,,,0,0,0
Mozambique,Maputo Prov�ncia,-25.2569876,32.5372741,MOZ,Sub-Saharan Africa,0.389,0.133,28.4,46.9,APPROXIMATE,0,1,19.2116661071777,612.5,156,0,60,77,27,5060,8,3419,27,6.65,44,11,45,0,0,0
Mozambique,Nampula,-15.1266347,39.2687161,MOZ,Sub-Saharan Africa,0.389,0.4,74,54,APPROXIMATE,0,1,1010.85833740234,1007.5,4,26,30,389,34,,,2131,,,,,,1,2,0
Mozambique,Niassa,-12.7826202,36.6093926,MOZ,Sub-Saharan Africa,0.389,0.443,79,56.1,APPROXIMATE,0,1,3.33333325386047,1015,547,0,50,520,26,10532,15,3808,,,,,,0,0,0
Mozambique,Sofala,-19.2039073,34.8624166,MOZ,Sub-Saharan Africa,0.389,0.381,69.8,54.6,APPROXIMATE,0,1,2.5,981.5,410,0,50,122,27,12974,20,4459,,,,,,0,0,0
Mozambique,Tete,-16.1328104,33.6063855,MOZ,Sub-Saharan Africa,0.389,0.466,80.5,57.9,APPROXIMATE,0,1,397.541656494141,610.5,4,13,30,147,36,4633,7,2344,,,,,,0,0,0
Mozambique,Zamb�zia,-16.5638987,36.6093926,MOZ,Sub-Saharan Africa,0.389,0.528,88.1,60,APPROXIMATE,0,1,11.1166667938232,1271.5,297,0,50,214,28,11437,18,3810,,,,,,0,0,0
Myanmar,Ayeyarwaddy,17.0342125,95.2266675,MMR,East Asia and the Pacific,0.134,0.171,39,43.8,APPROXIMATE,0,1,171.596664428711,1861,109,0,11,6,32,6763,6,3013,,,,,,0,0,0
Myanmar,Bago,17.3220711,96.4663286,MMR,East Asia and the Pacific,0.134,0.129,30.6,42.3,APPROXIMATE,0,1,157.213333129883,2708,3,11,14,19,31,7158,7,3423,,,,,,0,0,0
Myanmar,Chin,22.3896751,93.5812692,MMR,East Asia and the Pacific,0.134,0.152,33.8,44.9,APPROXIMATE,0,1,12.2416667938232,1567.5,376,0,130,1617,20,10444,27,3644,,,,,,0,0,0
Myanmar,Kachin,25.850904,97.4381355,MMR,East Asia and the Pacific,0.134,0.083,19,43.9,APPROXIMATE,0,1,34.3333320617676,1843.5,258,0,40,415,22,13183,44,4941,,,,,,57,386,36
Myanmar,Kayah,19.2342061,97.2652858,MMR,East Asia and the Pacific,0.134,0.099,23,43.2,APPROXIMATE,0,1,13.906665802002,944.5,353,0,60,427,26,12215,18,4427,,,,,,0,0,0
Myanmar,Kayin,16.9459346,97.9592863,MMR,East Asia and the Pacific,0.134,0.183,36.9,49.6,APPROXIMATE,0,1,35.5,2142,379,0,130,12,29,13677,41,4756,,,,,,0,0,0
Myanmar,Magway,20.1544305,94.9454803,MMR,East Asia and the Pacific,0.134,0.114,27.4,41.7,APPROXIMATE,0,1,188.169998168945,708.5,3,16,11,81,32,6791,5,2718,,,,,,0,0,0
Myanmar,Mandalay,21.9588282,96.0891032,MMR,East Asia and the Pacific,0.134,0.099,24.1,41,APPROXIMATE,0,1,4089.74658203125,806,5,54,20,80,33,,,2218,,,,,,2,2,0
Myanmar,Mon,17.0626039,97.3516558,MMR,East Asia and the Pacific,0.134,0.109,24.8,43.7,APPROXIMATE,0,1,219.33332824707,2900.5,99,0,40,156,28,14979,39,5256,,,,,,1,0,0
Myanmar,Naypyitaw,19.7633057,96.0785104,MMR,East Asia and the Pacific,0.134,0.11,26.1,42.1,APPROXIMATE,0,1,144.773330688477,865,265,17,14,152,31,7184,8,4074,,,,,,0,0,0
Myanmar,Rakhine,19.810093,93.9878427,MMR,East Asia and the Pacific,0.134,0.258,51.3,50.2,APPROXIMATE,0,1,15.1666669845581,2628.5,151,0,130,88,28,12332,44,5379,,,,,,0,0,0
Myanmar,Sagaing,21.9159702,95.9621106,MMR,East Asia and the Pacific,0.134,0.134,31.6,42.6,APPROXIMATE,0,1,266.119995117188,807.5,9,24,14,78,29,7265,8,3661,,,,,,0,0,0
Myanmar,Shan,22.0361985,98.1338558,MMR,East Asia and the Pacific,0.134,0.194,39.5,49.3,APPROXIMATE,0,1,26.2083339691162,1182.5,147,0,60,771,26,11189,16,4035,,,,,,0,0,0
